status	stable_id	sequence_cluster_id	fold
FROZEN_PHASE3D	ENST00000567508	SC08938a9c0246	1
FROZEN_PHASE3D	ENST00000567511	SC3e0c4e513ea0	4
FROZEN_PHASE3D	ENST00000567555	SCab1e1c988dac	3
FROZEN_PHASE3D	ENST00000567597	SC580f8e6c795b	3
FROZEN_PHASE3D	ENST00000567639	SCe6cc2e08fb37	3
FROZEN_PHASE3D	ENST00000567658	SC201ec5a5b0dd	1
FROZEN_PHASE3D	ENST00000567671	SC8ca436077548	0
FROZEN_PHASE3D	ENST00000567709	SC371db26dd46a	3
FROZEN_PHASE3D	ENST00000567711	SC00e12791dd39	4
FROZEN_PHASE3D	ENST00000567713	SC517affc3968a	0
FROZEN_PHASE3D	ENST00000567757	SC580f8e6c795b	3
FROZEN_PHASE3D	ENST00000567761	SCed9928c09abe	1
FROZEN_PHASE3D	ENST00000567810	SC580f8e6c795b	3
FROZEN_PHASE3D	ENST00000567815	SC6a6acf0d539b	0
FROZEN_PHASE3D	ENST00000567877	SCfc956c5dbd1f	0
FROZEN_PHASE3D	ENST00000567897	SCf9bf2f40016f	1
FROZEN_PHASE3D	ENST00000567958	SC6ca47719b609	2
FROZEN_PHASE3D	ENST00000567983	SCc0b9e4448f4e	1
FROZEN_PHASE3D	ENST00000568077	SC5ac7491705e0	3
FROZEN_PHASE3D	ENST00000568209	SC931c6c4192ba	1
FROZEN_PHASE3D	ENST00000568233	SCa02ef292b6fe	0
FROZEN_PHASE3D	ENST00000568235	SC00e12791dd39	4
FROZEN_PHASE3D	ENST00000568237	SCa94a54e0ab73	2
FROZEN_PHASE3D	ENST00000568278	SC0066901ee8f6	0
FROZEN_PHASE3D	ENST00000568282	SC84dd6c688a97	0
FROZEN_PHASE3D	ENST00000568288	SC931c6c4192ba	1
FROZEN_PHASE3D	ENST00000568312	SC0fed17b861bc	1
FROZEN_PHASE3D	ENST00000568316	SC667b66193a9f	4
FROZEN_PHASE3D	ENST00000568319	SC517affc3968a	0
FROZEN_PHASE3D	ENST00000568339	SC50af5e94148d	3
FROZEN_PHASE3D	ENST00000568378	SC6c0fdbb04c92	0
FROZEN_PHASE3D	ENST00000568390	SCa02ef292b6fe	0
FROZEN_PHASE3D	ENST00000568396	SCa02ef292b6fe	0
FROZEN_PHASE3D	ENST00000568397	SCdb5bcffdefc0	3
FROZEN_PHASE3D	ENST00000568426	SC0e082014f16b	2
FROZEN_PHASE3D	ENST00000568434	SCc0b9e4448f4e	1
FROZEN_PHASE3D	ENST00000568455	SC3fafcc478c02	0
FROZEN_PHASE3D	ENST00000568517	SCf7e9c6d0cb78	0
FROZEN_PHASE3D	ENST00000568556	SCa0fbc64a253f	1
FROZEN_PHASE3D	ENST00000568562	SCc6d65159948c	0
FROZEN_PHASE3D	ENST00000568568	SCf9bf2f40016f	1
FROZEN_PHASE3D	ENST00000568572	SC3e0c4e513ea0	4
FROZEN_PHASE3D	ENST00000568575	SC517affc3968a	0
FROZEN_PHASE3D	ENST00000568578	SCd61a7a537856	0
FROZEN_PHASE3D	ENST00000568583	SC2bbe63629aab	2
FROZEN_PHASE3D	ENST00000568588	SC68c80857a014	3
FROZEN_PHASE3D	ENST00000568615	SC6ca47719b609	2
FROZEN_PHASE3D	ENST00000568682	SC6c0fdbb04c92	0
FROZEN_PHASE3D	ENST00000568685	SCfcadefb5ffc5	3
FROZEN_PHASE3D	ENST00000568706	SC98136a79ab65	4
FROZEN_PHASE3D	ENST00000568717	SC6ca47719b609	2
FROZEN_PHASE3D	ENST00000568773	SC5ac7491705e0	3
FROZEN_PHASE3D	ENST00000568783	SCf7e9c6d0cb78	0
FROZEN_PHASE3D	ENST00000568784	SC77d4c676c065	4
FROZEN_PHASE3D	ENST00000568794	SC50af5e94148d	3
FROZEN_PHASE3D	ENST00000568812	SC67a18c8cdf40	2
FROZEN_PHASE3D	ENST00000568822	SCea3391da3597	2
FROZEN_PHASE3D	ENST00000568826	SCaf9b5e51ce82	1
FROZEN_PHASE3D	ENST00000568830	SC5ac7491705e0	3
FROZEN_PHASE3D	ENST00000568834	SC98136a79ab65	4
FROZEN_PHASE3D	ENST00000568850	SC8ca436077548	0
FROZEN_PHASE3D	ENST00000568883	SC5d9a983433f2	4
FROZEN_PHASE3D	ENST00000568901	SCfcadefb5ffc5	3
FROZEN_PHASE3D	ENST00000568973	SCc0b9e4448f4e	1
FROZEN_PHASE3D	ENST00000569005	SC0e082014f16b	2
FROZEN_PHASE3D	ENST00000569022	SC54c25b622fe4	0
FROZEN_PHASE3D	ENST00000569046	SCa6084e1f6a50	2
FROZEN_PHASE3D	ENST00000569083	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000569140	SCa008101ad8bc	3
FROZEN_PHASE3D	ENST00000569141	SC00e12791dd39	4
FROZEN_PHASE3D	ENST00000569148	SCea76f93057af	4
FROZEN_PHASE3D	ENST00000569197	SC432131f6b88f	4
FROZEN_PHASE3D	ENST00000569217	SCdc926e461c11	0
FROZEN_PHASE3D	ENST00000569234	SC549e49b81178	2
FROZEN_PHASE3D	ENST00000569282	SC286d669d4dc7	4
FROZEN_PHASE3D	ENST00000569290	SCaf9b5e51ce82	1
FROZEN_PHASE3D	ENST00000569298	SC6c0fdbb04c92	0
FROZEN_PHASE3D	ENST00000569299	SC3e0c4e513ea0	4
FROZEN_PHASE3D	ENST00000569301	SC0bf8d499ad83	1
FROZEN_PHASE3D	ENST00000569304	SC8ca436077548	0
FROZEN_PHASE3D	ENST00000569317	SCb5f1bdf28370	3
FROZEN_PHASE3D	ENST00000569359	SC0066901ee8f6	0
FROZEN_PHASE3D	ENST00000569365	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000569370	SC56561608e6e0	0
FROZEN_PHASE3D	ENST00000569382	SC0fed17b861bc	1
FROZEN_PHASE3D	ENST00000569403	SC67a18c8cdf40	2
FROZEN_PHASE3D	ENST00000569410	SCade9d631b759	0
FROZEN_PHASE3D	ENST00000569436	SCa02ef292b6fe	0
FROZEN_PHASE3D	ENST00000569438	SC68c80857a014	3
FROZEN_PHASE3D	ENST00000569451	SC2d6e219f1dea	0
FROZEN_PHASE3D	ENST00000569466	SC99aee14da8af	4
FROZEN_PHASE3D	ENST00000569481	SC625f0666f78b	0
FROZEN_PHASE3D	ENST00000569493	SCe6cc2e08fb37	3
FROZEN_PHASE3D	ENST00000569545	SCab1e1c988dac	3
FROZEN_PHASE3D	ENST00000569585	SC632d805d12c3	1
FROZEN_PHASE3D	ENST00000569616	SC517affc3968a	0
FROZEN_PHASE3D	ENST00000569622	SCa0fbc64a253f	1
FROZEN_PHASE3D	ENST00000569636	SC0fed17b861bc	1
FROZEN_PHASE3D	ENST00000569669	SC67a18c8cdf40	2
FROZEN_PHASE3D	ENST00000569690	SC0e082014f16b	2
FROZEN_PHASE3D	ENST00000569696	SC68c80857a014	3
FROZEN_PHASE3D	ENST00000569760	SCfcadefb5ffc5	3
FROZEN_PHASE3D	ENST00000569774	SCe17a8bcfba05	4
FROZEN_PHASE3D	ENST00000569790	SC8e2c3b3f8bbd	4
FROZEN_PHASE3D	ENST00000569798	SCab1e1c988dac	3
FROZEN_PHASE3D	ENST00000569825	SC8e2c3b3f8bbd	4
FROZEN_PHASE3D	ENST00000569826	SC9f2e05e1782c	4
FROZEN_PHASE3D	ENST00000569857	SC5d9a983433f2	4
FROZEN_PHASE3D	ENST00000569871	SCa549ff0d7ec2	4
FROZEN_PHASE3D	ENST00000569885	SC4dac2ad8786f	1
FROZEN_PHASE3D	ENST00000569896	SC8ca436077548	0
FROZEN_PHASE3D	ENST00000569924	SC9d3264020e44	1
FROZEN_PHASE3D	ENST00000569925	SCd88ee470f409	0
FROZEN_PHASE3D	ENST00000569997	SC50af5e94148d	3
FROZEN_PHASE3D	ENST00000570074	SCaf9b5e51ce82	1
FROZEN_PHASE3D	ENST00000570123	SC50af5e94148d	3
FROZEN_PHASE3D	ENST00000570149	SC6a6acf0d539b	0
FROZEN_PHASE3D	ENST00000570163	SC664110fac6c3	4
FROZEN_PHASE3D	ENST00000570169	SCc43ce04dd116	2
FROZEN_PHASE3D	ENST00000570172	SCea76f93057af	4
FROZEN_PHASE3D	ENST00000570173	SC0fed17b861bc	1
FROZEN_PHASE3D	ENST00000570189	SCc114da8c7579	1
FROZEN_PHASE3D	ENST00000570215	SC6c0fdbb04c92	0
FROZEN_PHASE3D	ENST00000570220	SCf9bf2f40016f	1
FROZEN_PHASE3D	ENST00000570255	SC625f0666f78b	0
FROZEN_PHASE3D	ENST00000570258	SC2f1a8347cbb9	1
FROZEN_PHASE3D	ENST00000570319	SCed9928c09abe	1
FROZEN_PHASE3D	ENST00000570330	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000570355	SCee528d23223c	1
FROZEN_PHASE3D	ENST00000570382	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000570403	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000570514	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000570569	SCfff61ff70fbe	2
FROZEN_PHASE3D	ENST00000570594	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000570625	SC5431996839dd	3
FROZEN_PHASE3D	ENST00000570629	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000570712	SC46bf2b8e08ba	0
FROZEN_PHASE3D	ENST00000570731	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000570760	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000570767	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000570772	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000570801	SC4adbdd357abe	1
FROZEN_PHASE3D	ENST00000570805	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000570820	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000570828	SC9915b010b923	0
FROZEN_PHASE3D	ENST00000570843	SCfdad2b725dc4	2
FROZEN_PHASE3D	ENST00000570856	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000570898	SC01db846701db	0
FROZEN_PHASE3D	ENST00000570907	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000570985	SCdf0082d9ec83	2
FROZEN_PHASE3D	ENST00000571011	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000571024	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000571029	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000571129	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000571133	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000571138	SC46bf2b8e08ba	0
FROZEN_PHASE3D	ENST00000571149	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000571178	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000571237	SCee528d23223c	1
FROZEN_PHASE3D	ENST00000571253	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000571309	SC0eac90193f7e	3
FROZEN_PHASE3D	ENST00000571360	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000571503	SC85d268ce2de6	1
FROZEN_PHASE3D	ENST00000571507	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000571538	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000571570	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000571617	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000571636	SC1abe197c6edc	2
FROZEN_PHASE3D	ENST00000571691	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000571702	SC8b39f166b8d6	0
FROZEN_PHASE3D	ENST00000571721	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000571722	SCaa874a2c20d6	0
FROZEN_PHASE3D	ENST00000571730	SC491e3c94381e	0
FROZEN_PHASE3D	ENST00000571732	SCa3e4f6cb7e8e	2
FROZEN_PHASE3D	ENST00000571735	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000571739	SC34c32e2af7de	2
FROZEN_PHASE3D	ENST00000571804	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000571870	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000571874	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000571885	SCee528d23223c	1
FROZEN_PHASE3D	ENST00000571941	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000571947	SC34c32e2af7de	2
FROZEN_PHASE3D	ENST00000571955	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000571957	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000571958	SC8252a763b027	2
FROZEN_PHASE3D	ENST00000571981	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000571986	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000571988	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000572008	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000572048	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000572090	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000572105	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000572110	SC223a5bc31545	2
FROZEN_PHASE3D	ENST00000572154	SC0c3d790da80c	2
FROZEN_PHASE3D	ENST00000572173	SCeff1547b8869	0
FROZEN_PHASE3D	ENST00000572179	SC215bb3a9e212	2
FROZEN_PHASE3D	ENST00000572303	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000572316	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000572383	SC1a12d5c7d5e6	3
FROZEN_PHASE3D	ENST00000572517	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000572583	SC227cc87c6d06	3
FROZEN_PHASE3D	ENST00000572639	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000572656	SC34c32e2af7de	2
FROZEN_PHASE3D	ENST00000572815	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000572851	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000572883	SCd040b2506e66	4
FROZEN_PHASE3D	ENST00000572899	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000572954	SCc1f350f3fe28	4
FROZEN_PHASE3D	ENST00000573026	SCa3e4f6cb7e8e	2
FROZEN_PHASE3D	ENST00000573029	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000573057	SC8feec91b0159	3
FROZEN_PHASE3D	ENST00000573090	SCd5d0f85acb0c	1
FROZEN_PHASE3D	ENST00000573196	SCa3e4f6cb7e8e	2
FROZEN_PHASE3D	ENST00000573204	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000573216	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000573236	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000573251	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000573262	SC4adbdd357abe	1
FROZEN_PHASE3D	ENST00000573283	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000573318	SC708112bc3a4d	2
FROZEN_PHASE3D	ENST00000573320	SCee528d23223c	1
FROZEN_PHASE3D	ENST00000573406	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000573421	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000573450	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000573478	SC358c7f12b511	3
FROZEN_PHASE3D	ENST00000573542	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000573553	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000573554	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000573600	SC9915b010b923	0
FROZEN_PHASE3D	ENST00000573614	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000573618	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000573692	SCd040b2506e66	4
FROZEN_PHASE3D	ENST00000573714	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000573747	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000573763	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000573770	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000573778	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000573784	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000573786	SC85d268ce2de6	1
FROZEN_PHASE3D	ENST00000573791	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000573792	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000573795	SC3058c65233ec	3
FROZEN_PHASE3D	ENST00000573866	SCaa874a2c20d6	0
FROZEN_PHASE3D	ENST00000573872	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000573924	SCedc07e376623	1
FROZEN_PHASE3D	ENST00000573928	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000573968	SC4cc556f809eb	4
FROZEN_PHASE3D	ENST00000573994	SCedc07e376623	1
FROZEN_PHASE3D	ENST00000574007	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000574049	SCedc07e376623	1
FROZEN_PHASE3D	ENST00000574110	SC1e2c7f9af94f	0
FROZEN_PHASE3D	ENST00000574175	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000574265	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000574287	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000574322	SC9915b010b923	0
FROZEN_PHASE3D	ENST00000574371	SC80eec34e19dd	2
FROZEN_PHASE3D	ENST00000574444	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000574446	SC3105efd21703	1
FROZEN_PHASE3D	ENST00000574494	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000574565	SC37dc0e5606ae	4
FROZEN_PHASE3D	ENST00000574576	SCdf0082d9ec83	2
FROZEN_PHASE3D	ENST00000574593	SCd040b2506e66	4
FROZEN_PHASE3D	ENST00000574671	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000574723	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000574734	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000574810	SCe6327379f123	2
FROZEN_PHASE3D	ENST00000574813	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000574823	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000574838	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000574855	SCb9cae2f38102	2
FROZEN_PHASE3D	ENST00000574872	SC1a12d5c7d5e6	3
FROZEN_PHASE3D	ENST00000574914	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000574924	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000574941	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000574970	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000575001	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000575018	SC0e4cdd9077f0	4
FROZEN_PHASE3D	ENST00000575049	SC506e6fba7553	4
FROZEN_PHASE3D	ENST00000575058	SCee528d23223c	1
FROZEN_PHASE3D	ENST00000575069	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000575071	SC11bfce3d2c53	4
FROZEN_PHASE3D	ENST00000575079	SC0eac90193f7e	3
FROZEN_PHASE3D	ENST00000575087	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000575142	SCd0ca35c194ff	4
FROZEN_PHASE3D	ENST00000575148	SC37dc0e5606ae	4
FROZEN_PHASE3D	ENST00000575199	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000575208	SC11bfce3d2c53	4
FROZEN_PHASE3D	ENST00000575427	SC9367d24b7c7e	4
FROZEN_PHASE3D	ENST00000575515	SC9824421723bc	4
FROZEN_PHASE3D	ENST00000575639	SC34c32e2af7de	2
FROZEN_PHASE3D	ENST00000575643	SC0eac90193f7e	3
FROZEN_PHASE3D	ENST00000575659	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000575671	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000575784	SCd0ca35c194ff	4
FROZEN_PHASE3D	ENST00000575829	SC625f0666f78b	0
FROZEN_PHASE3D	ENST00000575842	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000575848	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000575957	SC5431996839dd	3
FROZEN_PHASE3D	ENST00000575963	SC85d268ce2de6	1
FROZEN_PHASE3D	ENST00000575977	SCa3e4f6cb7e8e	2
FROZEN_PHASE3D	ENST00000575994	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000576002	SCd5d0f85acb0c	1
FROZEN_PHASE3D	ENST00000576008	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000576017	SC9367d24b7c7e	4
FROZEN_PHASE3D	ENST00000576020	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000576027	SCeff1547b8869	0
FROZEN_PHASE3D	ENST00000576052	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000576106	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000576122	SC0ebc6b766b1f	2
FROZEN_PHASE3D	ENST00000576209	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000576214	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000576217	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000576335	SCd3aa3d578845	3
FROZEN_PHASE3D	ENST00000576353	SC3058c65233ec	3
FROZEN_PHASE3D	ENST00000576380	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000576384	SC11bfce3d2c53	4
FROZEN_PHASE3D	ENST00000576390	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000576406	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000576436	SC4ef67dc8506e	4
FROZEN_PHASE3D	ENST00000576541	SC77698f67baef	4
FROZEN_PHASE3D	ENST00000576544	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000576547	SC5431996839dd	3
FROZEN_PHASE3D	ENST00000576573	SC5431996839dd	3
FROZEN_PHASE3D	ENST00000576674	SCd040b2506e66	4
FROZEN_PHASE3D	ENST00000576861	SC11bfce3d2c53	4
FROZEN_PHASE3D	ENST00000576874	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000576917	SC22c6f4d27fb8	4
FROZEN_PHASE3D	ENST00000576925	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000576930	SCe94af0c547e1	4
FROZEN_PHASE3D	ENST00000576984	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000577031	SC684d30598c2b	2
FROZEN_PHASE3D	ENST00000577035	SC9f4e24fae5e8	3
FROZEN_PHASE3D	ENST00000577043	SCcfb88018f02d	3
FROZEN_PHASE3D	ENST00000577053	SC59e3f7e56ad2	3
FROZEN_PHASE3D	ENST00000577146	SC7920872f93dd	3
FROZEN_PHASE3D	ENST00000577158	SCd5d0f85acb0c	1
FROZEN_PHASE3D	ENST00000577191	SC3da073709cfa	4
FROZEN_PHASE3D	ENST00000577207	SCaa1d1d2cf098	0
FROZEN_PHASE3D	ENST00000577210	SC3d3f6b16ef61	0
FROZEN_PHASE3D	ENST00000577222	SCedfe0ad9228b	0
FROZEN_PHASE3D	ENST00000577246	SC3d3f6b16ef61	0
FROZEN_PHASE3D	ENST00000577249	SC5b15a920bea9	2
FROZEN_PHASE3D	ENST00000577269	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000577286	SC5228227d2d82	2
FROZEN_PHASE3D	ENST00000577396	SCe74c61df280b	4
FROZEN_PHASE3D	ENST00000577407	SC5d9f69087a77	1
FROZEN_PHASE3D	ENST00000577408	SCc4fd95aea76e	3
FROZEN_PHASE3D	ENST00000577425	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000577510	SC76943f828a68	0
FROZEN_PHASE3D	ENST00000577519	SCc76fd6a0fa55	0
FROZEN_PHASE3D	ENST00000577532	SC5228227d2d82	2
FROZEN_PHASE3D	ENST00000577541	SC40f469991ff8	4
FROZEN_PHASE3D	ENST00000577624	SC45b105b2545a	1
FROZEN_PHASE3D	ENST00000577640	SC9022d50461ad	1
FROZEN_PHASE3D	ENST00000577658	SCeb19438b5daf	0
FROZEN_PHASE3D	ENST00000577703	SC709435b7ef64	2
FROZEN_PHASE3D	ENST00000577706	SC40f469991ff8	4
FROZEN_PHASE3D	ENST00000577712	SC5228227d2d82	2
FROZEN_PHASE3D	ENST00000577731	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000577734	SCcc794e6e514c	2
FROZEN_PHASE3D	ENST00000577738	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000577741	SCd19b2c41fee6	3
FROZEN_PHASE3D	ENST00000577747	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000577756	SC45b105b2545a	1
FROZEN_PHASE3D	ENST00000577759	SCd19b2c41fee6	3
FROZEN_PHASE3D	ENST00000577760	SC5d9f69087a77	1
FROZEN_PHASE3D	ENST00000577787	SC4c7625dccf62	3
FROZEN_PHASE3D	ENST00000577810	SC62950e834680	3
FROZEN_PHASE3D	ENST00000577820	SCd5f3c3e8e514	1
FROZEN_PHASE3D	ENST00000577856	SC3e60e115be6c	3
FROZEN_PHASE3D	ENST00000577901	SC063c4cb9a538	3
FROZEN_PHASE3D	ENST00000577907	SC60ad0c386222	4
FROZEN_PHASE3D	ENST00000577910	SC08bb8ffa5342	1
FROZEN_PHASE3D	ENST00000577916	SCd5f3c3e8e514	1
FROZEN_PHASE3D	ENST00000577922	SC4c7625dccf62	3
FROZEN_PHASE3D	ENST00000577929	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000577942	SC5a4709664741	2
FROZEN_PHASE3D	ENST00000577958	SC9022d50461ad	1
FROZEN_PHASE3D	ENST00000577988	SCaa874a2c20d6	0
FROZEN_PHASE3D	ENST00000577999	SC01cb8755e26a	2
FROZEN_PHASE3D	ENST00000578001	SC5a4709664741	2
FROZEN_PHASE3D	ENST00000578033	SC3da073709cfa	4
FROZEN_PHASE3D	ENST00000578038	SC76943f828a68	0
FROZEN_PHASE3D	ENST00000578049	SC6f36d79ec067	2
FROZEN_PHASE3D	ENST00000578069	SCadbd60d4094e	3
FROZEN_PHASE3D	ENST00000578112	SC265ab3cf492d	2
FROZEN_PHASE3D	ENST00000578115	SCadbd60d4094e	3
FROZEN_PHASE3D	ENST00000578181	SC18aabe8583f2	3
FROZEN_PHASE3D	ENST00000578190	SC4c7625dccf62	3
FROZEN_PHASE3D	ENST00000578238	SCf219ce74621b	3
FROZEN_PHASE3D	ENST00000578272	SC98456810e0ea	1
FROZEN_PHASE3D	ENST00000578273	SC5228227d2d82	2
FROZEN_PHASE3D	ENST00000578317	SC3d3f6b16ef61	0
FROZEN_PHASE3D	ENST00000578324	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000578326	SC1f73ff899557	2
FROZEN_PHASE3D	ENST00000578380	SCbf68e176b13b	4
FROZEN_PHASE3D	ENST00000578397	SC7323ca795e84	0
FROZEN_PHASE3D	ENST00000578400	SC4c7625dccf62	3
FROZEN_PHASE3D	ENST00000578412	SC40f469991ff8	4
FROZEN_PHASE3D	ENST00000578444	SC9a1db82c4988	2
FROZEN_PHASE3D	ENST00000578454	SC93c44b2af7d5	4
FROZEN_PHASE3D	ENST00000578476	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000578479	SC41d7fd596237	3
FROZEN_PHASE3D	ENST00000578491	SC4c7625dccf62	3
FROZEN_PHASE3D	ENST00000578492	SC1a5ab1b5e25b	1
FROZEN_PHASE3D	ENST00000578495	SCede5d6963593	1
FROZEN_PHASE3D	ENST00000578528	SC08bb8ffa5342	1
FROZEN_PHASE3D	ENST00000578532	SC08bb8ffa5342	1
FROZEN_PHASE3D	ENST00000578544	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000578550	SCe0fcb95f5272	3
